City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
372,Carutapera,-1.195,-46.02,73.98,95,100,2.59,moderate rain
373,Katherine,-14.4667,132.2667,91.72,49,36,9.22,scattered clouds
374,Kapit,2.0167,112.9333,78.12,92,99,1.05,overcast clouds
375,Aljezur,37.3191,-8.8033,49.19,91,1,6.46,clear sky
376,Aklavik,68.2191,-135.0107,-39.3,98,11,3.42,few clouds
377,Ures,29.4333,-110.4,66.27,42,100,2.84,overcast clouds
378,Eenhana,-17.4667,16.3333,68.45,75,100,6.93,overcast clouds
379,Alofi,-19.0595,-169.9187,80.47,79,99,10.29,moderate rain
380,Port-Gentil,-0.7193,8.7815,79.88,83,100,10.63,overcast clouds
381,Leshukonskoye,64.8989,45.7622,-1.66,97,85,8.39,overcast clouds
382,Vestmannaeyjar,63.4427,-20.2734,40.39,95,100,43.62,light rain
383,Huarmey,-10.0681,-78.1522,71.6,79,0,8.52,clear sky
384,Zonguldak,41.25,31.8333,45.16,75,100,1.7,light rain
385,Walvis Bay,-22.9575,14.5053,63.09,95,61,1.88,broken clouds
386,Henties Bay,-22.116,14.2845,62.85,95,92,2.33,overcast clouds
387,San Rafael,-34.6177,-68.3301,84.58,28,98,8.5,overcast clouds
388,Yakeshi,49.2833,120.7333,-13.77,99,92,3.33,overcast clouds
389,Auburn,47.3073,-122.2284,45.16,89,20,1.99,few clouds
390,Gornopravdinsk,60.05,69.9,5.74,90,94,10.22,overcast clouds
391,Nizhniy Kuranakh,58.8353,125.4869,-26.55,98,89,1.66,overcast clouds
392,Innisfail,-17.5333,146.0333,83.88,83,98,9.08,moderate rain
393,Christchurch,-43.5333,172.6333,78.48,60,28,3.0,scattered clouds
394,Olafsvik,64.8945,-23.7142,40.08,94,100,35.14,moderate rain
395,Maxixe,-23.8597,35.3472,72.86,93,24,5.61,few clouds
396,Pandan,14.0453,124.1694,81.37,74,79,5.64,broken clouds
397,Cozumel,20.5083,-86.9458,77.07,92,75,0.0,broken clouds
398,Gerash,27.6652,54.1371,48.45,52,1,0.83,clear sky
399,Kutum,14.2,24.6667,64.53,27,0,14.45,clear sky
400,Grand Forks,47.9417,-97.4337,-11.52,74,0,6.91,clear sky
401,Kaitangata,-46.2817,169.8464,66.92,89,50,7.94,scattered clouds
402,Katsuura,35.1333,140.3,52.2,81,100,20.71,overcast clouds
403,Barkot,30.8167,78.2,43.38,89,99,3.4,overcast clouds
404,Manresa,41.725,1.8266,52.02,85,61,1.28,broken clouds
405,Anuradhapura,8.3565,80.4173,74.05,91,97,4.7,overcast clouds
406,San Isidro,-12.1167,-77.05,72.99,80,0,3.0,clear sky
407,Bubaque,11.2833,-15.8333,79.11,60,100,21.77,overcast clouds
408,Ponta Delgada,37.7333,-25.6667,61.52,77,20,13.8,few clouds
409,Fairbanks,64.8378,-147.7164,-7.6,68,100,5.75,overcast clouds
410,Goderich,43.7501,-81.7165,22.91,68,100,24.16,overcast clouds
411,High Level,58.5169,-117.136,-9.29,77,100,2.3,light snow
412,Ekangala,-25.6962,28.7492,57.99,73,31,5.44,scattered clouds
413,Vidim,56.4088,103.1106,1.99,79,100,8.41,overcast clouds
414,Quepos,9.4236,-84.1652,79.9,82,10,3.06,clear sky
415,Poronaysk,49.2167,143.1167,16.09,76,100,7.2,overcast clouds
416,Nyurba,63.2842,118.3319,-27.51,96,46,4.41,scattered clouds
417,Bayeux,-7.125,-34.9322,77.63,88,0,3.44,clear sky
418,Sumbe,-11.2061,13.8437,74.57,88,100,7.25,overcast clouds
419,Port Macquarie,-31.4333,152.9167,81.9,64,9,11.59,clear sky
420,Ekhabi,53.5102,142.9671,2.19,94,100,27.58,light snow
421,Yabelo,4.8833,38.0833,60.08,63,9,10.11,clear sky
422,Abu Dhabi,24.4667,54.3667,66.96,79,0,1.14,clear sky
423,Yatou,37.15,122.3833,36.66,59,100,3.71,overcast clouds
424,Taihe,30.8712,105.3845,51.24,48,32,14.0,scattered clouds
425,Aradas,40.6208,-8.642,57.58,96,100,7.47,overcast clouds
426,Davydivka,48.121,25.5646,29.03,98,100,1.12,overcast clouds
427,Poddorye,57.4695,31.1156,9.88,99,100,3.06,overcast clouds
428,Meulaboh,4.1363,96.1285,75.04,93,100,3.02,heavy intensity rain
429,Bhusawal,21.05,75.7667,60.04,48,0,3.74,clear sky
430,Paamiut,61.994,-49.6678,12.67,85,100,22.15,overcast clouds
431,Saldanha,-33.0117,17.9442,64.45,92,22,6.04,few clouds
432,Itarema,-2.9248,-39.9167,78.87,77,100,8.63,overcast clouds
433,Chunskiy,56.0815,99.6342,5.83,97,100,3.71,overcast clouds
434,Chisinau,47.0056,28.8575,37.94,98,100,7.0,overcast clouds
435,Miajadas,39.1513,-5.9084,49.77,98,53,4.7,broken clouds
436,Plouzane,48.3833,-4.6167,53.78,94,100,16.11,light intensity drizzle
437,Anadyr,64.75,177.4833,-17.9,76,0,2.24,clear sky
438,Yanam,16.7333,82.2167,73.8,83,42,2.48,scattered clouds
439,Gashua,12.871,11.0482,62.01,16,0,14.09,clear sky
440,Bani,18.2833,-70.3333,73.74,74,97,12.17,overcast clouds
441,Abong Mbang,3.9833,13.1833,66.47,47,99,3.69,overcast clouds
442,Abbeville,50.1,1.8333,33.49,90,44,3.2,scattered clouds
443,Cukai,4.25,103.4167,80.74,72,63,8.39,broken clouds
444,Beringovskiy,63.05,179.3167,-10.32,81,1,12.64,clear sky
445,Darbhanga,26.1667,85.9,62.04,81,82,6.71,broken clouds
446,Roebourne,-20.7833,117.1333,89.31,51,0,13.87,clear sky
447,Yibin,28.7667,104.6238,50.52,78,100,2.35,overcast clouds
448,Marsh Harbour,26.5412,-77.0636,74.5,66,100,15.05,overcast clouds
449,Bairiki,1.3292,172.9752,86.0,70,75,10.36,broken clouds
450,Havoysund,70.9963,24.6622,31.08,67,100,19.19,light snow
451,Lopez,13.8844,122.2642,82.6,68,18,5.99,few clouds
452,Pradera,3.4211,-76.2447,72.28,94,85,2.68,overcast clouds
453,Charters Towers,-20.1,146.2667,91.45,41,76,14.58,broken clouds
454,Impfondo,1.6381,18.0667,77.27,50,75,1.99,broken clouds
455,Rio Gallegos,-51.6226,-69.2181,53.65,50,75,5.75,broken clouds
456,Kholodnyy,62.7167,147.95,-7.98,100,100,3.47,overcast clouds
457,Kismayo,-0.3582,42.5454,78.48,82,45,14.18,scattered clouds
458,San Jeronimo,-11.9472,-75.2829,52.57,83,99,1.36,overcast clouds
459,Tabuk,17.4189,121.4443,75.34,76,46,2.66,scattered clouds
460,North Bend,43.4065,-124.2243,51.13,88,0,6.91,clear sky
461,Mudgee,-32.5943,149.5871,77.05,73,100,5.75,overcast clouds
462,Alice Springs,-23.7,133.8833,103.55,10,0,9.22,clear sky
463,Namuac,18.6109,121.1657,76.77,77,54,7.14,broken clouds
464,Khandyga,62.6667,135.6,-37.53,96,100,0.25,overcast clouds
465,Ryotsu,38.0833,138.4333,40.96,60,14,4.47,few clouds
466,Lazaro Cardenas,17.9583,-102.2,76.51,68,9,4.74,clear sky
467,Lebanon,36.2081,-86.2911,41.14,76,75,6.91,broken clouds
468,Marienburg,54.0359,19.0266,24.89,90,100,4.65,overcast clouds
469,Srednekolymsk,67.45,153.6833,-12.96,98,100,4.16,overcast clouds
470,Lakatoro,-16.0999,167.4164,84.79,72,34,5.77,scattered clouds
471,Nakhodka,42.8333,132.8947,19.8,31,1,5.93,clear sky
472,Homer,59.6425,-151.5483,17.47,63,0,4.61,clear sky
473,Sawtell,-30.3833,153.1,84.18,69,5,13.8,clear sky
474,Banepa,27.6298,85.5214,46.72,100,20,4.61,mist
475,Vikramasingapuram,8.714,77.3893,77.95,90,48,1.88,scattered clouds
476,Fare,-16.7,-151.0167,81.36,78,80,15.95,light rain
477,Xuanhua,40.6103,115.0447,20.82,48,32,11.52,scattered clouds
478,La Rioja,42.25,-2.5,49.32,93,100,15.88,overcast clouds
479,Doka,13.5167,35.7667,76.24,39,0,8.08,clear sky
480,Jalu,29.0331,21.5482,50.59,58,7,13.24,clear sky
481,Masuguru,-11.3667,38.4167,72.66,98,100,2.42,light rain
482,Karasjok,69.4719,25.5112,5.11,100,65,3.44,broken clouds
483,Eyl,7.9803,49.8164,72.81,72,33,15.88,scattered clouds
484,Alta Floresta,-9.8756,-56.0861,69.26,99,100,4.41,overcast clouds
485,Santiago De Cao,-7.9589,-79.2392,68.13,88,8,10.36,clear sky
486,Manzhouli,49.6,117.4333,-6.77,84,20,5.73,few clouds
487,Perth,-31.9333,115.8333,75.18,43,0,17.27,clear sky
488,Makhalino,53.0854,46.2211,15.19,85,100,11.81,overcast clouds
489,Guangyuan,32.442,105.823,45.79,43,0,8.68,clear sky
490,Qinzhou,21.95,108.6167,57.36,78,100,4.92,overcast clouds
491,Athabasca,54.7169,-113.2854,-2.38,96,100,5.82,overcast clouds
492,Zhuhai,22.2769,113.5678,67.98,77,40,12.66,scattered clouds
493,Presidencia Roque Saenz Pena,-26.7852,-60.4388,79.86,40,7,1.97,clear sky
494,Ambilobe,-13.2,49.05,74.59,94,100,1.36,overcast clouds
495,Cap-Aux-Meules,47.3821,-61.8597,35.65,93,100,19.57,mist
496,Sankt Leon-Rot,49.2664,8.6167,36.95,92,16,1.86,few clouds
497,Acajutla,13.5928,-89.8275,78.8,77,11,6.11,few clouds
498,Ushtobe,45.2514,77.9838,27.7,77,100,12.01,overcast clouds
499,Perpignan,42.75,2.75,46.53,93,100,0.0,mist
500,Mount Isa,-20.7333,139.5,101.97,22,99,9.22,overcast clouds
501,Mataram,-8.5833,116.1167,86.81,70,100,3.85,overcast clouds
502,Brae,60.3964,-1.353,44.51,78,100,22.82,overcast clouds
503,Araouane,18.9048,-3.5265,57.0,18,100,10.18,overcast clouds
504,Te Anau,-45.4167,167.7167,69.78,65,85,5.64,overcast clouds
505,New Castle,41.0037,-80.347,32.02,56,0,13.8,clear sky
506,Tucuman,-26.8241,-65.2226,78.8,78,75,6.91,haze
507,Sobolevo,54.4299,31.8996,21.09,96,100,7.31,snow
508,Quelimane,-17.8786,36.8883,76.95,94,40,0.0,scattered clouds
509,Bonham,33.5773,-96.1783,47.93,53,0,12.66,clear sky
510,Narrabri,-30.3167,149.7833,92.52,50,27,3.0,scattered clouds
511,Chifeng,42.2683,118.9636,12.87,46,60,8.99,broken clouds
512,Liverpool,53.4106,-2.9779,44.82,89,100,1.99,overcast clouds
513,Kizukuri,40.8061,140.3861,40.1,51,99,6.29,overcast clouds
514,Juba,4.8517,31.5825,79.39,42,79,2.3,broken clouds
515,Menongue,-14.6585,17.691,62.76,89,99,3.0,overcast clouds
516,Korla,41.7597,86.1469,22.23,68,77,5.23,broken clouds
517,Maputo,-25.9653,32.5892,72.23,85,40,1.99,scattered clouds
518,Bure,10.7,37.0667,57.74,66,15,3.65,few clouds
519,San Borja,-14.8167,-66.85,76.78,85,95,3.47,overcast clouds
520,Saint-Pierre,-21.3393,55.4781,76.68,80,20,4.61,few clouds
521,Aguimes,27.9054,-15.4461,65.66,36,0,3.44,clear sky
522,Kavieng,-2.5744,150.7967,84.07,69,100,7.63,overcast clouds
523,Gat,31.61,34.7642,55.4,24,0,9.13,clear sky
524,Sibolga,1.7427,98.7792,79.25,81,100,1.01,overcast clouds
525,Biak,-0.9131,122.8766,83.28,62,100,1.1,overcast clouds
526,Emerald,-23.5333,148.1667,92.05,37,1,13.87,clear sky
527,Chontalpa,17.7,-93.5167,72.88,88,17,5.41,few clouds
528,Oussouye,12.485,-16.5469,77.86,21,97,16.46,overcast clouds
529,Emba,48.8264,58.1442,1.09,84,13,9.64,few clouds
530,Cedar City,37.6775,-113.0619,31.39,61,0,0.0,clear sky
531,Sandakan,5.8402,118.1179,83.88,79,40,4.61,scattered clouds
532,Shelburne,44.0787,-80.2041,19.29,86,88,16.8,overcast clouds
533,Ilebo,-4.3167,20.5833,71.13,96,100,0.78,overcast clouds
534,Santo Antonio Do Sudoeste,-26.0736,-53.7253,63.61,70,18,2.8,few clouds
535,Sakaiminato,35.55,133.2333,49.98,71,40,9.22,scattered clouds
536,Tarakan,3.3,117.6333,81.9,83,40,4.61,scattered clouds
537,Boone,39.0334,-92.3335,25.65,79,5,3.0,clear sky
538,Deputatskiy,69.3,139.9,-26.99,94,8,5.37,clear sky
539,Ila,63.4305,10.3705,32.95,82,10,6.8,clear sky
540,Mogzon,51.7435,111.9606,-17.48,95,58,1.21,broken clouds
541,Mpika,-11.8343,31.4529,61.56,94,100,1.19,overcast clouds
542,Kaihua,23.3687,104.28,53.83,83,74,7.9,broken clouds
543,Saraland,30.8207,-88.0706,66.13,91,84,4.05,broken clouds
544,Gizo,-8.103,156.8419,81.45,81,95,11.7,moderate rain
545,General Pico,-35.6566,-63.7568,79.99,26,2,9.01,clear sky
546,Ambon,-3.6954,128.1814,87.94,66,20,4.61,few clouds
547,Mayo,38.8876,-76.5119,46.13,94,100,1.01,overcast clouds
548,Yaan,7.3833,8.5667,78.26,29,40,5.7,scattered clouds
549,Vila,42.0304,-8.1588,45.73,95,100,2.89,overcast clouds
550,Auki,-8.7676,160.7034,83.23,78,100,9.28,overcast clouds
551,Ulladulla,-35.35,150.4667,87.76,69,72,11.01,broken clouds
552,Empalme,27.9667,-110.8167,68.05,83,100,0.0,overcast clouds
553,Hoopstad,-27.8327,25.9083,68.22,61,29,5.93,scattered clouds
554,Thinadhoo,0.5333,72.9333,81.91,73,50,7.74,scattered clouds
555,Hukuntsi,-24.0,21.75,71.2,70,91,12.95,overcast clouds
556,Egvekinot,66.3167,-179.1667,-8.63,59,0,14.23,clear sky
557,Palm Coast,29.585,-81.2078,70.07,76,75,1.01,broken clouds
558,Hofn,64.2539,-15.2082,40.78,91,100,24.99,moderate rain
559,Isangel,-19.55,169.2667,86.11,79,75,13.8,broken clouds
560,Wattegama,6.7989,81.4808,72.34,95,100,2.82,overcast clouds
561,Soller,39.7662,2.7152,60.85,77,100,11.5,overcast clouds
562,Bintulu,3.1667,113.0333,82.81,78,20,5.75,few clouds
563,Port Hedland,-20.3167,118.5667,89.65,66,0,12.66,clear sky
564,Kabalo,-6.05,26.9167,69.42,96,100,2.13,overcast clouds
565,Viedma,-40.8135,-62.9967,69.48,64,0,13.06,clear sky
566,Sotnikovo,51.8845,107.4791,-11.11,77,75,13.42,smoke
567,Cadiz,36.5,-5.75,52.79,79,0,5.59,clear sky
568,Toora-Khem,52.4675,96.11,-5.84,99,74,1.1,broken clouds
569,Del Rio,29.3627,-100.8968,59.11,37,0,9.22,clear sky
570,Dingle,10.9995,122.6711,82.31,76,78,8.55,broken clouds
571,Kendari,-3.945,122.4989,85.8,67,96,3.24,overcast clouds
572,Pisco,-13.7,-76.2167,70.02,88,40,13.8,scattered clouds
573,Kysyl-Syr,63.8986,122.7617,-37.79,100,50,3.38,scattered clouds
574,Bayir,37.2687,28.2167,45.12,97,100,6.13,light rain
575,Dolakovo,43.235,44.5917,30.06,100,35,2.24,scattered clouds
576,Kiruna,67.8557,20.2251,2.32,85,100,0.0,overcast clouds
577,Dunedin,-45.8742,170.5036,65.71,72,39,9.17,scattered clouds
578,Surt,31.2089,16.5887,53.67,46,82,23.04,broken clouds
579,Tabas,33.5959,56.9244,43.66,40,0,1.52,clear sky
580,Saint-Ambroise,48.5501,-71.3324,21.52,83,80,15.28,broken clouds
581,Basoko,1.2391,23.616,74.97,75,100,3.27,overcast clouds
582,Lensk,60.7253,114.9278,-25.53,94,10,3.11,clear sky
583,Pailon,-17.65,-62.75,77.9,82,46,7.9,scattered clouds
584,Clarence Town,-32.5833,151.7833,87.15,45,0,3.78,clear sky
585,Coihaique,-45.5752,-72.0662,60.75,59,100,8.05,overcast clouds
586,Charlestown,-32.95,151.6667,87.03,69,6,1.99,clear sky
587,Progreso,21.2833,-89.6667,78.91,81,8,16.08,clear sky
588,San Quintin,30.4833,-115.95,59.56,73,12,7.34,few clouds
589,Batagay-Alyta,67.8006,130.4114,-21.33,86,79,3.38,broken clouds
590,Foz,43.5692,-7.2544,60.93,93,100,6.15,overcast clouds
591,Guasdualito,7.2424,-70.7324,75.2,73,20,5.75,few clouds
592,Joao Pinheiro,-17.7425,-46.1725,66.79,98,100,6.33,overcast clouds
593,Chivay,-15.6383,-71.6011,45.36,94,100,5.37,overcast clouds
594,Nhulunbuy,-12.2333,136.7667,92.01,58,75,10.36,broken clouds
595,Viransehir,37.2353,39.7631,44.28,91,100,16.93,light rain
596,Myitkyina,25.3833,97.4,63.09,58,0,2.37,clear sky
597,Port-Cartier,50.0334,-66.8654,23.76,91,95,6.62,overcast clouds
598,Tibiri,13.5627,7.0485,61.47,18,0,14.92,clear sky
599,Kogon,39.7228,64.5517,29.84,100,100,4.61,fog
600,Dengzhou,37.8086,120.7508,36.91,65,100,8.95,overcast clouds
601,Jackson,42.4165,-122.8345,49.24,74,0,3.44,clear sky
602,Mount Gambier,-37.8333,140.7667,83.17,35,100,8.14,overcast clouds
603,Isiro,2.7739,27.616,68.4,70,100,0.89,overcast clouds
604,Marovoay,-16.1,46.6333,75.34,95,100,1.9,light rain
605,Rio Grande,-32.035,-52.0986,70.95,73,0,16.06,clear sky
606,Broome,42.2506,-75.833,36.46,75,100,5.01,overcast clouds
607,Salcininkai,54.3,25.3833,21.0,93,77,5.84,broken clouds
608,Pritomskiy,53.7724,87.6082,11.79,93,100,9.64,light snow
609,Seymchan,62.8833,152.4333,-18.35,98,70,1.72,broken clouds
610,Magaria,12.9983,8.9099,60.57,18,0,12.88,clear sky
611,Shetpe,44.1667,52.1167,32.31,84,88,14.92,overcast clouds
612,Newport,51.5877,-2.9984,46.08,91,100,2.84,moderate rain
613,Parichhatgarh,28.9833,77.9333,52.3,97,35,4.21,scattered clouds
614,Vanderhoof,54.0166,-124.0198,19.62,98,100,2.24,overcast clouds
615,Turiacu,-1.6633,-45.3717,73.56,95,100,1.77,overcast clouds
616,Ormara,25.2088,64.6357,62.94,38,0,6.46,clear sky
617,Miyazu,35.5333,135.1833,43.0,66,61,6.6,broken clouds
618,Duldurga,50.6761,113.5931,-9.15,86,5,2.62,clear sky
619,Afsin,38.2477,36.914,35.06,99,100,4.21,snow
620,Englehart,47.8169,-79.8664,0.16,71,0,10.36,clear sky
621,La Libertad,-2.2333,-80.9,74.77,77,96,8.99,overcast clouds
622,Alhama De Murcia,37.851,-1.4251,62.1,67,73,9.8,broken clouds
623,Neuenburg,46.9918,6.931,37.62,91,100,2.3,overcast clouds
624,Barendrecht,51.85,4.5333,40.01,84,100,1.01,overcast clouds
625,Berlevag,70.8578,29.0864,31.84,73,100,27.16,overcast clouds
626,Mtwara,-10.2667,40.1833,80.55,81,100,9.71,overcast clouds
627,Luis Correia,-2.8792,-41.6669,82.4,83,75,9.22,broken clouds
628,Orange Cove,36.6244,-119.3137,56.57,59,3,3.44,clear sky
629,Letlhakeng,-24.0944,25.0298,71.42,57,97,7.52,overcast clouds
630,Leicester,52.6386,-1.1317,41.07,92,64,4.45,broken clouds
631,Safaga,26.7292,33.9365,64.96,50,51,3.13,broken clouds
632,Mayumba,-3.432,10.6554,76.73,93,98,4.9,overcast clouds
633,Suruc,36.9761,38.425,46.6,75,86,10.36,overcast clouds
634,Navrongo,10.8956,-1.0921,70.11,16,4,7.2,clear sky
635,Sinnamary,5.3833,-52.95,75.56,86,96,6.51,overcast clouds
636,Ardakan,32.31,54.0175,35.98,40,10,0.63,clear sky
637,Wala,4.578,12.3154,67.68,95,100,2.1,overcast clouds
638,Sanary-Sur-Mer,43.1178,5.8001,51.75,62,100,10.0,overcast clouds
639,Staryy Nadym,65.6118,72.6842,-9.29,93,21,9.86,few clouds
640,Luganville,-15.5333,167.1667,84.52,75,43,7.92,scattered clouds
641,Lahij,13.1667,44.5833,66.07,85,61,5.26,broken clouds
642,Okha,53.5739,142.9478,2.88,93,100,26.89,light snow
643,Mayor Pablo Lagerenza,-19.9309,-60.7718,81.5,54,15,4.34,few clouds
644,Zaragoza,41.6561,-0.8773,58.12,77,40,8.99,scattered clouds
645,Yenagoa,4.9247,6.2642,77.16,87,36,3.76,scattered clouds
646,Manacapuru,-3.2997,-60.6206,75.78,85,98,3.87,overcast clouds
647,Tiarei,-17.5333,-149.3333,78.82,84,98,19.22,light rain
648,Banjar,-8.19,114.9675,85.91,74,100,2.98,overcast clouds
649,Brainerd,46.358,-94.2008,-7.94,88,2,7.27,clear sky
650,Talas,38.6908,35.5538,38.07,87,75,10.36,broken clouds
651,Timmins,48.4669,-81.3331,-4.18,77,40,5.75,scattered clouds
652,Soyo,-6.1349,12.3689,76.86,89,100,6.31,overcast clouds
653,Kemijarvi,66.7131,27.4306,-5.26,100,98,1.43,overcast clouds
654,Taoudenni,22.6783,-3.9836,54.0,20,97,11.39,overcast clouds
655,Manta,-0.95,-80.7333,76.78,83,20,8.05,few clouds
656,Lekoni,-1.5843,14.2591,75.18,79,45,5.3,scattered clouds
657,Cossato,45.5739,8.1817,38.89,65,3,2.75,clear sky
658,Salaga,8.5508,-0.5188,80.13,15,55,7.29,broken clouds
659,Lucapa,-8.4192,20.7447,65.41,96,100,2.95,overcast clouds
660,Muroto,33.2833,134.15,57.24,61,0,4.52,clear sky
661,Kosonsoy,41.2561,71.5508,27.16,47,90,5.75,overcast clouds
662,Belmonte,-15.8631,-38.8828,77.5,88,100,9.1,overcast clouds
663,Alugan,12.2188,125.4808,80.74,79,84,4.47,broken clouds
664,Iisalmi,63.5592,27.1907,-7.58,100,92,2.84,overcast clouds
665,Acarau,-2.8856,-40.12,79.11,78,100,8.43,overcast clouds
666,Namatanai,-3.6667,152.4333,85.14,67,84,7.61,broken clouds
667,Necochea,-38.5473,-58.7368,79.03,35,88,17.38,overcast clouds
668,Bocas Del Toro,9.3333,-82.25,78.33,75,17,7.85,few clouds
669,Maridi,4.9158,29.4742,76.46,40,99,3.6,overcast clouds
670,Ponoka,52.6768,-113.5815,2.05,91,72,5.57,broken clouds
671,Taksimo,56.3444,114.8794,-23.64,90,19,0.38,few clouds
672,Santa Teresa,10.2341,-66.6631,79.72,97,11,1.83,few clouds
673,Padang,-0.9492,100.3543,80.65,90,100,7.14,moderate rain
674,Boa Vista,2.8197,-60.6733,78.78,61,0,5.75,clear sky
675,Amapa,1.0,-52.0,71.76,94,100,0.34,overcast clouds
676,Marolambo,-20.05,48.1167,68.65,98,100,2.84,overcast clouds
